State,Medical School,Course,Required or Recommended?,Lab?,Credit Hours,Pass/Fail,AP Credit,Online Course,Community College,Additional Info,,,,,,,
CA,"University of California, Davis, School of Medicine",Human Physiology,Recommended,N,,,,,,,,,,,,,
CA,"University of California, Davis, School of Medicine",Inorganic Chemistry,Required,N,8,,Y,C,Y,"1 year (2 semesters or 3 quarters) required, totaling
at least 8 units. We will accept Pass/Fail and online
coursework and labs completed during the
2019-2020 through the 2021-2022 academic years.",,,,,,,
CA,"University of California, Davis, School of Medicine",Organic Chemistry,Required,N,8,,Y,C,Y,"1 year (2 semesters or 3 quarters) required, totaling
at least 8 units. We will accept Pass/Fail and online
coursework and labs completed during the
2019-2020 through the 2021-2022 academic years.",,,,,,,
CA,"University of California, Davis, School of Medicine",Physics,Required,N,8,,Y,C,Y,"1 year (2 semesters or 3 quarters) required, totaling
at least 8 units. We will accept Pass/Fail and online
coursework and labs completed during the
2019-2020 through the 2021-2022 academic years.",,,,,,,
CA,"University of California, Davis, School of Medicine",Psychology,,N,,,,,,,,,,,,,
CA,"University of California, Davis, School of Medicine",Social Sciences,Recommended,N,,,,,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Behavioral Sciences,Recommended,N,,,,,,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Biochemistry,Required,N,3,,N,Y,Y,"See chemistry requirement, two years of chemistry
are required that include inorganic, organic and
biochemistry.",,,,,,,
CA,"University of California, Irvine, School of Medicine",Biology,Required,N,12,C,N,Y,Y,"At least two lower division biology courses and one
upper division course is required. The upper division
course needs to be taken at a 4-year institution.",,,,,,,
CA,"University of California, Irvine, School of Medicine",Biology,,,,,,,,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Biology/Zoology,,,,,,,,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Biostatistics,Recommended,N,,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Calculus,Recommended,N,,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Chemistry,Required,N,16,,Y,Y,Y,"Must equate to 2 years, including general/inorganic
chemistry, organic chemistry and biochemistry.",,,,,,,
CA,"University of California, Irvine, School of Medicine",College English,Recommended,N,,,Y,,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",College Mathematics,,N,,,Y,,,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Computer Science,,N,,,Y,,,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Genetics,Recommended,N,,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Humanities,Required,N,,,Y,Y,Y,"Applicants must have taken at least one course in
the humanities (English, history, arts).",,,,,,,
CA,"University of California, Irvine, School of Medicine",Inorganic Chemistry,Required,N,3,,Y,Y,Y,"Two years of chemistry are required that include
inorganic, organic and biochemistry.",,,,,,,
CA,"University of California, Irvine, School of Medicine",Organic Chemistry,Required,N,3,,N,Y,Y,"Two years of chemistry are required that include
inorganic, organic and biochemistry.",,,,,,,
CA,"University of California, Irvine, School of Medicine",Physics,Required,N,6,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Physics,Required,N,8,,Y,Y,Y,Must equate to 1 year,,,,,,,
CA,"University of California, Irvine, School of Medicine",Psychology,Recommended,N,,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Social Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
CA,"University of California, Irvine, School of Medicine",Spanish,Recommended,,,,Y,Y,Y,,,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Behavioral Sciences,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Biochemistry,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Biology,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Biology/Zoology,,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Calculus,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",College English,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",College Mathematics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Computer Science,,N,,,,,,,,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Genetics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Humanities,Recommended,N,,,,,,,,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Inorganic Chemistry,Recommended,Y,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Organic Chemistry,Recommended,Y,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Physics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Psychology,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles David Geffen School of Medicine",Social Sciences,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Riverside School of Medicine",Behavioral Sciences,Recommended,N,,Y,Y,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Biology,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Biology/Zoology,,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Calculus,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",College English,Recommended,N,,N,Y,c,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",College Mathematics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Computer Science,,N,,,,,,,,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Genetics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Humanities,Recommended,N,,,,,,,,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Inorganic Chemistry,Recommended,Y,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Organic Chemistry,Recommended,Y,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Physics,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Psychology,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Los Angeles DavidGeffen School of Medicine",Social Sciences,Recommended,N,,N,Y,C,Y,"Pass/Fail only accepted if COVID-19 pandemic
related for courses taken during Spring and/or
Summer 2020.",,,,,,,
CA,"University of California, Riverside School of Medicine",Behavioral Sciences,Recommended,N,,Y,Y,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biochemistry,Required,N,,Y,Y,Y,Y,"Labs are not required, but recommended.
For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biology,Required,N,,Y,Y,Y,Y,"Labs are not required, but recommended. For
additional information on our program prerequisites,
please see: https://somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biology/Zoology,,,,,,,,,,,,,,,
CA,"University of California, Riverside School of Medicine",Calculus,Required,N,,Y,Y,Y,Y,"We require eight (8) semester hours in calculus and/
or statistics. For additional information on our
program prerequisites, please see: https://
somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",College English,Recommended,N,,Y,Y,Y,Y,"We recommend a combination of English, writing,
composition, logic, or critical thinking courses.",,,,,,,
CA,"University of California, Riverside School of Medicine",College Mathematics,Required,N,,Y,Y,Y,Y,"We require eight (8) semester hours in calculus and/
or statistics. For additional information on our
program prerequisites, please see: https://
somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Computer Science,,,,,,,,,,,,,,,
CA,"University of California, Riverside School of Medicine",Genetics,Recommended,,,Y,,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Humanities,Recommended,,,Y,Y,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Inorganic Chemistry,Required,N,,Y,Y,Y,Y,"Labs are not required, but recommended. For
additional information on our program prerequisites,
please see: https://somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Mathematics,Required,N,,Y,Y,Y,Y,"We require Eight (8) semester hours in calculus and/
or statistics. For additional information on our
program prerequisites, please see: https://
somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Organic Chemistry,Required,N,,Y,N,Y,Y,"Labs are not required, but recommended. For
additional information on our program prerequisites,
please see: https://somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biochemistry,Required,N,,Y,Y,Y,Y,"Labs are not required, but recommended.
For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biology,Required,N,,Y,Y,Y,Y,"Labs are not required, but recommended. For
additional information on our program prerequisites,
please see: https://somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Biology/Zoology,,,,,,,,,,,,,,,
CA,"University of California, Riverside School of Medicine",Calculus,Required,N,,Y,Y,Y,Y,"We require eight (8) semester hours in calculus and/
or statistics. For additional information on our
program prerequisites, please see: https://
somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",College English,Recommended,N,,Y,Y,Y,Y,"We recommend a combination of English, writing,
composition, logic, or critical thinking courses.",,,,,,,
CA,"University of California, Riverside School of Medicine",College Mathematics,Required,N,,Y,Y,Y,Y,"We require eight (8) semester hours in calculus and/
or statistics. For additional information on our
program prerequisites, please see: https://
somsa.ucr.edu/program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Computer Science,,,,,,,,,,,,,,,
CA,"University of California, Riverside School of Medicine",Genetics,Recommended,,,Y,,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
CA,"University of California, Riverside School of Medicine",Humanities,Recommended,,,Y,Y,Y,Y,"For additional information on our program
prerequisites, please see: https://somsa.ucr.edu/
program-prerequisites",,,,,,,
